|117005|||Wodociągi Miejskie Radom|Spółka z o.o.|ul. Filtrowa 4||PL|26-600|RADOM|C|||
|117006|test||Miejskie Wodociągi|Spółka z o.o.|Pl.Piastowski 27 A||PL|89-600|CHOJNICE|R|052/3970001||
|117007|test||Wodociągi Słupsk Sp.z o.o.||ul.Orzeszkowej 1||PL|76-200|SŁUPSK|R|598426051||
|117008|||Przedsiębiorstwo MAK Adam|Koliński Technika Połączeń|ul. Zakładowa 147 p||PL|92-103|ŁÓDŹ|C|042/6789535||
|117009|test||ENVIROTECH Spółka z o.o.||ul. Kochanowskiego 7||PL|60-845|POZNAŃ|C|061/8481081||
|117010|test||Zakład Usług Wodnych Konin|Spółka z o.o.|ul. Nadbrzeżna 6a||PL|62-500|KONIN|R|||
|117011|test||Przedsiębiorstwo Wodociągów|i Kanalizacji Sp. z o.o.|ul. Kosynierów Gdyńskich 47||PL|66-400|GORZÓW WLKP.|R|0957285951||
|117012|||PK Komes Rypin Spółka z o.o.||ul. Elizy Orzeszkowej 4||PL|87-500|RYPIN|C|||
|117013|test||PUPB ALFA Spółka z o.o.||Ul. Żwirowa 4||PL|82-500|KWIDZYN|R|055/2793680||
|117014|test||ZPHU PIL-GAZ Zofia Grzesiak||ul.Margonińska 2||PL|64-920|PIŁA|R|067/2127155||
|117015|||TECH-GAZ SPÓŁKA Z O.O.||UL.ZARZEWSKA 63/65||PL|93-124|ŁÓDŹ|C|042/6402357||
|117016|||INSACO|ZAKŁAD USŁUGOWO-HANDLOWY|UL. Św. Klary z Asyżu 9||PL|76-200|SŁUPSK|C|059/8439572||
|117017|||"""ATMOMAT"" Szatkowski, Ryniec"|Spółka Jawna|ul. Komunalna 8||PL|87-800|WŁOCŁAWEK|C|054/2312074||
|117018|||ZAKLAD WODOCIAGOW|I KANALIZACJI SP. Z O.O.|ul.Wierzbowa 52||PL|90-133|ŁÓDŹ|C|6790000||
|117019|test||Przedsiębiorstwo Wodociągów i Kanal|w Głogowie Spółka z o.o.|ul. Łąkowa 52||PL|67-200|GŁOGÓW|R|||
|117020|||PWiK WODKAN S.A. Ostrów Wlkp||ul. Partyzancka 27||PL|63-400|OSTRÓW WLKP.|C|||
|117021|test||ZWiK Nowa Ruda Spółka z o.o.||ul. Niepodległości 56||PL|57-400|NOWA RUDA|R|074/872-46-76||
|117022|||GRUDNIK Sp. z o.o.||ul.Kuźnicy Kołłątajowskiej 11A||PL|31-234|KRAKÓW|C|(12) 61 70 800||
|117023|||PGK w Płońsku Spółka z o.o.||ul. Mickiewicza 4||PL|09-100|PŁOŃSK|C|||
|117024|||FUSION POLSKA SPÓŁKA Z|OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ|UL. Bodycha 97, REGUŁY||PL|05-816|MICHAŁOWICE|C|0604077230||
|117025|||REALBUD Spółka z o.o.||UL. 1 MAJA 32||PL|71-627|Szczecin|C|091/812-36-51||
|117026|||Wodociągi Białostockie Sp.zo.o||Ul. Młynowa 52/1||PL|15-404|BIAŁYSTOK|C|||
|117027|||NTC-INSTAL MIROSŁAW SZOSTEK||UL. Połczyńska 23||PL|01-377|WARSZAWA|C|||
|117028|test||PWiK w Kaliszu Spółka z o.o.||UL. NOWY ŚWIAT 2A||PL|62-800|KALISZ|R|062/7608068||
|117029|||MINIMAX Polska Sp. z o.o.|Kiełpin,|ul. Ogrodowa 27/29||PL|05-092|ŁOMIANKI|C|022/751-40-80||
|117030|||CIECHBUD Sp. j.|S. Dzierzęcki, R. Chęciński|ul.Batalionów Chłopskich 23/46||PL|06-400|CIECHANÓW|C|||
|117031|||Miejskie Wodociągi i Kanalizacja Sp||ul. Wojska Polskiego 14||PL|75-711|KOSZALIN|C|||
|117032|||Przedsiębiorstwo Wodociągów i|Kanalizacji Sp. z o.o.|ul.Oficerska 16 A||PL|10-218|OLSZTYN|C|||
|117033|||MIEJSKIE WODOCIĄGI I|OCZYSZCZALNIA SP. Z O.O.|ul. Mickiewicza 28/30||PL|86-300|GRUDZIĄDZ|C|||
|117034|||Toruńskie Wodociągi Sp. z o.o.||ul. Rybaki 31/35||PL|87-100|TORUŃ|C|||
|117035|test||SEWIK Tatrzańska Komunalna|Grupa Kapitałowa Sp. z o.o.|ul. Kasprowicza 35 C||PL|34-500|ZAKOPANE|R|0605312965||
|117036|||N.T.I. SP. Z O.O.||UL. PORTOWA 1||PL|67-200|GŁOGÓW|C|076/8353593||
|117037|test||Przedsiębiorstwo Obrotu Hurtowego W|spółka z ograniczoną odpowiedzialno|||PL|43-391|MAZAŃCOWICE|R|033/8156119||
|117038|||Wodociągi Jaworzno Sp. z o.o.||ul. Świętego Wojciecha 34||PL|43-600|JAWORZNO|C|||
|117039|||WODOCIĄGI USTKA SPÓŁKA Z O.O.||ul. Ogrodowa 14||PL|76-270|USTKA|C|||
|117040|||MIEJSKIE WODOCIĄGI I|KANALIZACJA W PILE SPÓŁKA Z O.O.|ul. Chopina 2||PL|64-920|PIŁA|C|0672119158||
|117041|||AQUA S.A.||ul. 1 Maja 23||PL|43-300|BIELSKO-BIAŁA|C|033/8280200||
|117042|||"PPHU ""SANGAZ"" Waldemar Pacud"||Ul. Ikara 288||PL|42-221|CZĘSTOCHOWA|C|||
|117043|||Miejskie Przedsiębiorstwo|Wodociągów i Kanalizacji|ul. Kościuszki 140||PL|42-500|BĘDZIN|C|||
|117044|test||Miejskie Przedsiębiorstwo|Wodociągów i Kanalizacji|ul. Bracka 66||PL|34-300|ŻYWIEC|R|033/8610199||
|117045|test||Śremskie Wodociągi Sp. z o.o.||ul. Parkowa 8||PL|63-100|ŚREM|R|||
|117046|||Przedsiębiorstwo Wodociągów|i Kanalizacji Spółka z o.o.|ul. Marklowicka 15||PL|44-300|WODZISŁAW ŚLĄSKI|C|||
|117047|test||AQUA Grupa SBS Sp. z o.o.||ul. Skłodowskiej 25||PL|65-124|ZIELONA GÓRA|C|68/45-67-672||
|117048|||Wodociągi i Kanalizacja|w Opolu Spółka z o.o.|ul. Oleska 64||PL|45-222|OPOLE|C|||
|117049|||PipeLife Polska Spółka z o.o.||ul.Michała Spisaka 31||PL|02-495|WARSZAWA|C|||
|117050|||KGHM Polska Miedź S.A. Oddział|Huta Miedzi Głogów w Głogowie|ul. Żukowicka 1||PL|67-231|ŻUKOWICE|C|||
|117052|||"""SPEDBUD"" Roman Falkowski"|Ireneusz Wojciechowski|ul. Orłowska 82||PL|88-100|INOWROCŁAW|C|052/357-17-40||
|117053|||Rejonowe Przedsiębiorstwo|Wodociągów i Kanalizacji|ul.Jagiellońska 8||PL|32-500|CHRZANÓW|C|||
|117054|||PRZEDSIĘBIORSTWO WODOCIĄGÓW I|KANALIZACJI W BRZEGU SP. Z O.O|ul. Wolności 15||PL|49-300|BRZEG|C|077/4162244||
|117055|||Przedsiębiorstwo Inżynieryjne|PRESS S.A.|ul.Piaskowa 7||PL|16-400|SUWAŁKI|C|||
|117056|||"Zakład Wielobranżowy""KRYZA-PLAST"|Henryk Kamiński|ul.Fitelberga 54||PL|43-195|MIKOŁÓW-MOKRE|C|(32) 322 61 31||
|117057|||GAZOPOL LTD PRZEDSIEBIORSTWO|INWESTYCYJNO USŁUGOWE|UL. MORSKA 49||PL|75-215|KOSZALIN|C|094/343-27-91||
|117058|||Bytomskie Przedsiębiorstwo|Komunalne Spółka z o.o.|Plac Kościuszki 11||PL|41-902|BYTOM|C|||
|117059|||Legnickie Przedsiebiorstwo|Wodociągów i Kanalizacji S.A.|ul.Nowodworska 1||PL|59-220|LEGNICA|C|||
|117060|||SAUR NEPTUN GDAŃSK S.A.||ul. Wałowa 46||PL|80-858|GDAŃSK|C|||
|117061|||Zakład Wodociągów i|Kanalizacji Spółka z o.o.|ul. Piaskowa 6||PL|78-520|ZŁOCIENIEC|C|||
|117062|||PPHU GAMART SA||ul.Towarowa 29||PL|38-200|JASŁO|C|||
|117063|test||Tarnobrzeskie Wodociągi Sp. z o.o.||ul. Wiślna 1||PL|39-400|TARNOBRZEG|R|||
|117064|||Miejskie Wodociągi i|Kanalizacja w Kędzierzynie|ul.Filtrowa 14||PL|47-200|KĘDZIERZYN-KOŹLE|C|774801316||
|117065|||Przedsiębiorstwo FERRBUD|Sp. z o.o.|ul. Połonińska 20||PL|35-082|RZESZÓW|C|(17) 86 40 500||
|117066|||Zakład Robót Wodno-|Kanalizacyjnych Jan Pieniążek|Gorliczyna 97||PL|37-200|PRZEWORSK|C|||
|117067|test||Przedsiębiorstwo Budowlane|"""WAWRZYNIAK"""|ul.Gen.Sikorskiego 41 b||PL|63-500|OSTRZESZÓW|R|607106107||
|117068|||Miejskie Wodociągi i|Kanalizacja w Bydgoszczy - Spółka z|ul.Toruńska 103||PL|85-817|BYDGOSZCZ|C|||
|117069|||"P.R.U.H. ""ARMA-POL"" Stanisław"|Kulka Robert Płotnicki|ul.Nosala 1||PL|32-620|BRZESZCZE|C|||
|117070|||PIPELIFE POLSKA S.A.||UL. TORFOWA 4, KARTOSZ||PL|84-110|KROKOWA|C|058/7748479||
|117071|test||Przedsiębiorstwo Wodociągów|i Kanalizacji Sp. z o.o.|ul.Ostatni Etap 6||PL|32-603|OŚWIĘCIM|R|||
|117072|||AKWEDUKT SP. z o. o.||UL. SANDOMIERSKA 105||PL|25-324|KIELCE|C|||
|117073|test||ROWIBUD Spółka z o.o.||ul.Daszyńskiego 308||PL|44-151|GLIWICE|R|||
|117074|||Przedsiębiorstwo Budowlane|"M.Wawrzyniak"""|ul.Gen. Sikorskiego 41 b||PL|63-500|OSTRZESZÓW|C|62/730-24-84||
|117075|||WUPRINŻ Spółka Akcyjna||UL. STRAŻY LUDOWEJ 35||PL|60-465|POZNAŃ|C|61/656 58 10||
|117076|||Hurtownia Artykułów|Przemysłowych MATERBUD S.C.|ul.Zaplecze 2A||PL|41-303|DĄBROWA GÓRNICZA|C|||
|117077|test||AQUA - GAS SP.Z O.O.||UL. INŻYNIERSKA 8A||PL|20-484|LUBLIN|R|0814415875||
|117078|||Przedsiębiorstwo Produkcyjno|Usługowo Handlowe HYDROBUD|ul. Targowa 26 B||PL|07-412|OSTROŁĘKA|C|029-760-3119||
|117079|||"Firma Handlowo-Usługowa""TAD-BU"|"D"" Tadeusz Szepielak"|ul. Krakowska 1||PL|33-113|ZGŁOBICE, ZBYLITOWSKA GÓRA|C|||
|117080|||MIEJSKIE PRZEDSIĘBIORSTWO|WODOCIĄGÓW I KANALIZACJI|ul.Zjazd 23||PL|18-400|ŁOMŻA|C|(086)216-62-79||
|117081|test||Przedsiębiorstwo Produkcyjno-|Usługowo-Handlowe TECHNOSAN|UL. ELEWATORSKA 7||PL|15-641|BIAŁYSTOK|R|||
|117082|||Przedsiębiorstwo Wodociągów i|Kanalizacji Sp. z o.o.|ul. Obwodowa 6||PL|11-500|GIŻYCKO|C|||
|117083|||Przedsiębiorstwo Wodociągów i|Kanalizacji Spółka z o.o.|ul. Witomińska 29||PL|81-311|GDYNIA|C|||
|117084|||Grupa LOTOS SA||ul.Elbląska 135||PL|80-718|GDAŃSK|C|||
|117085|||PRZEDSIĘBIORSTWO REMONTOWE|"""PAK SERWIS"" SP. Z O.O."|UL. PRZEMYSŁOWA 158||PL|62-510|KONIN|C|063/247 36 84||
|117086|||KANWA Spółka z o.o. Spółka k.||ul. Balicka 100||PL|30-950|KRAKÓW|C|(012) 637 24 44||
|117087|||Miejski Zakład Komunalny|Spółka z o.o.|ul. Komunalna 1||PL|37-450|STALOWA WOLA|C|(15) 842 34 11||
|117088|||INSTALBUD JANOSZ Sp. z o.o.||ul.Bielska 31 B||PL|43-200|PSZCZYNA|C|||
|117089|||ZESPÓŁ ELEKTROWNI PĄTNÓW|ADAMÓW-KONIN S.A.|UL. KAZIMIERSKA 45||PL|62-510|KONIN|C|63/247-32-22||
|117090|||Przedsiębiorstwo Produkcyjno-|"Usługowo-Handlowe ""ANKAMA"""|ul.K.Szajnochy 19||PL|85-738|BYDGOSZCZ|C|||
|117091|||PRZEDSIĘBIORSTWO USŁUGOWO|"-ZAOPATRZENIOWE ""MAR-TER"""|ul.KAZAŃSKA 6/31||PL|18-400|ŁOMŻA|C|086/218-51-83||
|117092|||Przedsiębiorstwo Robót|"Inżynieryjnych ""CENTRUM"""|ul.Chrobrego 76||PL|80-423|GDAŃSK|C|||
|117093|||TKS Sp. zo.o.||ul.T. Boya-Żeleńskiego 111||PL|40-750|KATOWICE|C|||
|117094|||Tarnowskie Wodociągi Sp z o.o.||ul.Narutowicza 37||PL|33-100|TARNÓW|C|(14) 621 11 11||
|117095|||Przedsiębiorstwo Wodociągów|i Kanalizacji Sp. z o.o.|ul.Pokoju 13||PL|41-709|RUDA ŚLĄSKA|C|||
|117096|test||ZAKŁAD WODOCIĄGOW I KANALIZACJ|W ŚWIECIU SP. Z O.O.|ul. Parkowa 3||PL|86-100|ŚWIECIE|R|052 332 45 96/98||
|117097|||FIRMA HANDLOWA KOLANKO Spółka|Jawna Marek Papierski Janusz|ul.Oliwska 72||PL|80-209|CHWASZCZYNO|C|||
|117098|||WODOCIAGI KEPINSKIE SP. Z O.O.||UL. WROCŁAWSKA 28||PL|63-600|KĘPNO|C|||
|117099|||INSTAL INŻYNIERIA PRZEMYSŁOWA|Sp. z o.o.|ul.Korczaka 76||PL|40-338|KATOWICE|C|||
|117100|||Zabrzańskie Przedsiębiorstwo|Wodociągów i Kanalizacji|ul.Wolności 215||PL|41-800|ZABRZE|C|||
|117101|||"""ARGOT"""|Grzegorz Tkaczyk|Ul.Tadeusza Rejtana 63||PL|42-200|CZĘSTOCHOWA|C|||
|117102|||Eugeniusz Szepielak Zakład Usługowo|"""Instalbud-Szepielak"""|ul. Ks.St.Kędronia 5||PL|33-111|KOSZYCE WIELKIE K/TARNOWA|C|||
|117103|||WODOCIAG MARECKI SP. Z O.O.||ul.Żeromskiego 30||PL|05-270|MARKI|C|||
|117104|||MELBUD S.A.||ul.Składowa 4||PL|86-300|GRUDZIĄDZ|C|56/46-400-94||
|117105|||WAMAR SP. Z O.O.||UL. POGODNA 22||PL|15-354|BIAŁYSTOK|C|||
|117106|||MDK PRZEDSIEBIORSTWO HANDLOWE|DUBIŃSKI MIROSŁAW|UL. KRĘTA 7||PL|15-336|BIAŁYSTOK|C|||
|117107|||Hurtownia Materiałów Instala|"cyjnych""PROFIT-INSTAL"" S.J."|UL.Chorzowska 30 C||PL|44-100|GLIWICE|C|||
|117109|||MPWiK S.A.||ul. Na Grobli 14/16||PL|50-421|WROCŁAW|C|||
|117110|||EMET-IMPEX Przedsiębiorstwo|Handlu Hurtowego Pompami i|ul.Starołęcka 18||PL|61-361|POZNAŃ|C|||
|117111|test||Wodociągi Ziemi Cieszyńskiej|Spółka z o.o.|ul. Myśliwska 10||PL|43-450|USTROŃ|R|||
|117112|||WODOCIĄGI KIELECKIE SP. Z O.O.||ul. Krakowska 64||PL|25-701|KIELCE|C|||
|117113|||WODOCIĄGI PŁOCKIE SP. Z O.O.||ul. Harcerza Gradowskiego 11||PL|09-402|PŁOCK|C|||
|117114|||"Przedsiębiorstwo Robót Inżynieryjn||UL. Adama Branickiego 15||PL|02-972|Warszawa|C|||
|117115|||"PPUH ""BUDAMEX"" s.j."|M.Mironowicz i A.Turowski|ul. Puchatka 11||PL|15-505|BIAŁYSTOK|C|85/652-55-22||
|117116|||Zambrowskie Ciepłownictwo i|Wodociągi Sp. z o.o.|ul. Papieża Jana Pawła II 5||PL|18-300|ZAMBRÓW|C|||
|117117|test||Rejonowe Przedsiębiorstwo|Wodociągów i Kanalizacji|ul. 11 Listopada 2||PL|42-400|ZAWIERCIE|R|||
|117118|||Przedsiębiorstwo Usługowo-Prod|"ukcyjne ""Eltur-Serwis"" Spółka"|UL. MŁODYCH ENERGETYKÓW 12||PL|59-916|BOGATYNIA|C|757723243||
|117119|||PRZEDSIĘBIORSTWO INSTALACYJNE|"""PRIM"" S.A."|UL. SUWALSKA 85||PL|19-300|EŁK|C|||
|117120|||"PHU ""RABA"" Spółka Jawna"|R.Bartoszewicz, L.Radzaj|ul.Kolejowa 10||PL|16-420|RACZKI|C|||
|117121|||P.P.H.U. KOŁBUD|Krzysztof Białczak|Konarzyce ul.Łomżyńska 14||PL|18-400|Łomża|C|||
|117122|||PRZEDSIĘBIORSTWO WIELOBRANŻOWE|ZIEJA|ul. Fabryczna 9||PL|18-400|Łomża|C|||
|117123|||Przedsiębiorstwo Robót Wodno-|Inżynieryjnych MELWOBUD Spółka|ul. Niechodzka 7||PL|06-400|CIECHANÓW|C|||
|117124|test||Biuro Techniczno Handlowe ARMA-TECH|P.Zając, M.Kowalewski S.J.|Borkowo, ul. Akacjowa 23B||PL|80-180|GDAŃSK|R|58/321 94 94||
|117125|||Przedsiębiorstwo Usługowo-|Handlowe TAKO Spółka z o.o.|Ul.Pełczyńska 8||PL|51-180|WROCŁAW|C|||
|117126|||"""HYDROKOM-śWIECIE"""|Przedsiębiorstwo-Kanalizacyjno|ul.Bydgoska 1||PL|86-100|ŚWIECIE|C|||
|117127|||TAPI Przedsiębiorstwo|Instalacyjne Spółka z o.o.|ul. Do Studzienki 28||PL|80-227|GDAŃSK|C|||
|117128|||Przedsiębiorstwo Wodociągów|i Kanalizacji Sp. z o.o.|ul.Arki Bożka 25||PL|41-902|BYTOM|C|||
|117129|test||"""Wodociągi Kłodzkie"" Spółka"|z o.o.|ul. Piastowska 14 B||PL|57-300|KŁODZKO|R|||
|117130|||Przedsiębiorstwo Produkcyjno-|"Handlowo-Usługowe""WODPLAST"""|ul.Krakowska 532||PL|43-300|BIELSKO-BIAŁA|C|||
|117131|||Przedsiębiorstwo Gospodarki|Komunalnej i Mieszkaniowej|ul.Leśna 1||PL|39-460|NOWA DĘBA|C|15/8462641||
|117132|||"""TEKS"" Kaczmarek, Tatara Sp. J"||ul. Rzemieślnicza 1||PL|41-400|MYSŁOWICE|C|(32)2225068||
|117133|||AWAS Systemy sp. z o.o||ul.K.Szpotańskiego 10||PL|04-760|WARSZAWA|C|022 615-51-13||
|117134|||Firma - HAŁAS Krzysztof Hałas||ul. Dekana 6F||PL|64-100|LESZNO|C|655268725||
|117135|||Zakład Wodociągów|i Kanalizacji Sp. z o.o.|ul. Okrzei 140||PL|42-300|MYSZKÓW|C|||
|117136|||"""EBRO-TRADE"" Spółka z o.o."||ul. Bajna 3||PL|01-904|WARSZAWA|C|22/669-12-70||
|117137|||PREDOMEX Sp.z o.o.||ul. Braniborska 58-68||PL|53-680|WROCŁAW|C|071/344-30-77||
|117138|||BWT Polska Sp z o.o.||ul.Połczyńska 116||PL|01-304|WARSZAWA|C|||
|117139|||Przedsiębiorstwo Robót Inżynieryjny|i Drogowych w Krośnie|ul.Grodzka 26||PL|38-400|KROSNO|C|(013)43-215-89||
|117140|||Przedsiębiorstwo Wodociągów|i Kanalizacji Sp. z o.o.|ul. Rokitniańska 4||PL|37-700|PRZEMYŚL|C|(016)678-32-59||
|117142|test||Przedsiębiorstwo Gospodarki|Komunalnej Sp. z o.o.|ul. Berzyna 6||PL|64-200|WOLSZTYN|R|68/384-25-25||
|117143|test||Miejskie Przedsiębiorstwo Gosp|odarki Komunalnej Sp. z o.o.|ul. Fredry 12||PL|38-400|KROSNO|R|(13)436-83-11||
|117144|||SEEN Technologie Sp. z o.o.||ul. Siennicka 29||PL|04-394|WARSZAWA|C|0224608899||
|117145|||Zakład Wodociągów,Kanalizacji i|"Oczyszczalnia Ścieków ""WOD-KAN"""|ul.PŁOCKA 106||PL|06-500|MŁAWA|C|501-268-923||
|117146|||ONNINEN SPÓŁKA ZOO||ul. EMALIOWA 28||PL|02-295|WARSZAWA|C|022/567-90-92||
|117147|||BUDIMEX Olsztyn S.A.||Ul. M. Zientary-Malewskiej 65||PL|10-310|OLSZTYN|C|||
|117148|||VINSAR S.A.||ul. Popielskiego 1||PL|52-019|WROCŁAW|C|||
|117149|test||Przedsiębiorstwo Wodociągów|i Kanalizacji w Nowym Tomyślu|ul. Targowa 8||PL|64-300|NOWY TOMYŚL|R|61/44-22-080||
|117150|||Przedsiębiorstwo Wielobranżowe|ANIREX Robert Sumiński|ul. Chorzowska 3||PL|26-600|RADOM|C|048/385-08-63||
|117151|||Sanockie Przedsiębiorstwo|Gospodarki Komunalnej Spółka|ul.Jana Pawła II 59||PL|38-500|SANOK|C|||
|117152|||Przedsiębiorstwo Ekolobud S.A.||ul. Przytorowa 9||PL|16-400|SUWAŁKI|C|||
|117153|||Przedsiębiorstwo Wodociągów|i Kanalizacji Sp. z o.o.|ul. Miłosławska 8||PL|62-300|WRZEŚNIA|C|436-26-57||
|117154|||Przedsiębiorstwo-Produkcyjno-|Handlowo-Usługowe|ul. Komorowicka 43 a||PL|43-300|BIELSKO-BIAŁA|C|33/815-07-49||
|117155|||Kompania Węglowa S.A.|"Zakład Górniczy ""Piekary"""|ul. Powstańców 30||PL|41-949|PIEKARY ŚLĄSKIE|C|||
|117156|||Ecol-Unicon Spółka z o.o.||ul. Równa 2||PL|80-067|GDAŃSK|C|||
|117157|test||PUH ELPAD Grzesiowski|i wspólnicy spółka jawna|ul. Łęczycka 29||PL|82-300|ELBLĄG|R|||
|117158|||Przedsiębiorstwo Robót|Inżynieryjno- Monterskich|ul. Nowa 30 J||PL|37-400|NISKO|C|(15)84 12 038||
|117159|||Miejskie Przedsiębiorstwo Gospodark|Spółka z o.o.|ul. Kraszewskiego 37||PL|33-380|KRYNICA ZDRÓJ|C|||
|117160|||KB POMORZE Sp. z o.o.||ul. Sienna 50||PL|80-605|GDAŃSK|C|58/343-23-20||
|117161|||Miejskie Przedsiębiorstwo|Wodociągów i Kanalizacji w|PL.Starynkiewicza 5||PL|02-015|WARSZAWA|C|||
|117162|||"P.P.H.U ""Budren"" Kwapisz"|Władysław|ul. Armii Krajowej 25||PL|40-330|JASTRZĘBIE ZDRÓJ|C|||
|117163|||ARMA POMP Grzegorz Marzec||ul.Strzelców Bytomskich 165 a||PL|41-914|Bytom|C|(32) 340 59 18||
|117164|test||Miejskie Wodociągi i|Kanalizacja Sp. z o.o.|ul. Artyleryjska 3||PL|78-100|KOŁOBRZEG|R|94/35-23-292||
|117165|||Górnośląski Zakład Obsługi|Gazownictwa Sp. z o.o.|ul. Pyskowicka 31||PL|41-807|ZABRZE|C|(32)376 19 70||
|117166|||Prochem S.A||ul.Powązkowska 44c||PL|01-797|WARSZAWA|C|||
|117167|||Przedsiębiorstwo Wodociągów|i Kanalizacji okręgu Częstocho|ul. Jaskrowska 14/ 20||PL|42-202|CZĘSTOCHOWA|C|(34)324-70-20||
|117168|test||MPWiK Sp. z o.o.||ul. Naruszewicza 18||PL|35-055|RZESZÓW|R|||
|117169|||Wielkopolskie Przedsiębiorstwo|Handlowe ELMET S.A.|ul. Obodrzycka 67||PL|61-249|POZNAŃ|C|852-80-31||
|117170|||Zakład Wodociągów i Kanalizacji Sp.||ul. Cegielniana 4||PL|05-825|GRODZISK MAZOWIECKI|C|22/755-61-77||
|117171|||TANDEM Sp. z o.o.||ul. Lotników Alianckich 33||PL|68-100|Żagań|C|68/363-89-72||
|117172|test||"""PWiK"" Sp.zoo"||ul. Suwalska 64||PL|19-300|EŁK|R|87/610-3670||
|117173|||AKWA-TERMA WROCŁAW Spółka z ograni|odpowiedzialnością Spółka Komandyto|ul. Piękna 74||PL|50-506|WROCŁAW|C|71/336-66-53||
|117174|||GRAMI Leszek Mirkowski||Konarzyce, ul. Malinowa 16||PL|18-404|ŁOMŻA|C|86/473-74-12||
|117175|||Warsztat Wod- Kan|Grabka Maciej|ul. Konopnickiej 33||PL|43-190|MIKOŁÓW|C|||
|117176|||WAMAR Sp. j.|Cwalina, Świderski|ul. Składowa 10||PL|15-399|BIAŁYSTOK|C|085/745-57-26||
|117177|||Przedsiębiorstwo Budownictwa|"Mieszkaniowego""INSTALBUD"""|ul. Boya- Żeleńskiego 6A||PL|35-105|RZESZÓW|C|(17)854 11 25||
|117178|||Miejskie Przedsiębiorstwo|Wodociągów i Kanalizacji|ul. Królewska 15||PL|98-220|ZDUŃSKA WOLA|C|43/823-31-97||
|117179|||Marian Pelc||ul. Krasickiego 7/28||PL|41-600|ŚWIĘTOCHŁOWICE|C|||
|117180|||Przedsiębiorstwo Wodociągów i|Kanalizacji Spółka z o.o.|ul.Powstańców 13||PL|41-300|DĄBROWA GÓRNICZA|C|||
|117181|||PUH JUSGAZ|Radosław Szlichta|ul. Rynek 36||PL|27-660|KOPRZYWNICA|C|015/847-61-48||
|117182|||Przedsiębiorstwo Instalacyjno-|Budowlane BCJ, A.Błyskal,|ul. Piekarska 12||PL|39-400|TARNOBRZEG|C|||
|117183|||"P.H.U. ""NOW- PLAST"""|Marzena Nowakowska|ul. Wojska Polskiego 12 B||PL|43-603|JAWORZNO|C|||
|117184|||AQUA- SYSTEM Spółka z|ograniczoną odpowiedzialnością|ul. Wincentego Witosa 118||PL|43-300|BIELSKO-BIAŁA|C|(33)815 10 36||
|117185|||"""MAT-BUD"" Spółka Jawna"|Hurtownia Materiałów Budowlanych|ul.Dąbrowskiego 147||PL|84-232|RUMIA|C|||
|117186|||Gmina Miejska Słupca||ul. Pułaskiego 21||PL|62-400|SŁUPCA|C|63/275-17-60||
|117187|||KGHM Polska Miedź S.A.|Oddział Zakłady Górnicze Lubin|ul. M.Skłodowskiej-Curie 48||PL|59-301|LUBIN|C|76/849-55-36||
|117188|||"Firma ""GORGIEL"""|Bogdan Gorgiel|ul. Obuwnicza 10/10A||PL|26-110|SKARŻYSKO-KAMIENNA|C|41/252-14-79||
|117189|test||"""Zielonogórskie Wodociągi i Kanal|Spółka z ograniczoną odpowiedzialno|ul. Zjednoczenia 110 A||PL|65-120|ZIELONA GÓRA|R|||
|117190|||DELTA INWEST|Techniki instalacyjno-|ul. Żeromskiego 6A||PL|62-025|KOSTRZYN WLKP.|C|818-84-12||
|117191|||Miejskie Przedsiębiorstwo|Wodociągów i Kanalizacji|ul.Ustronie 2a||PL|87-300|BRODNICA|C|||
|117192|||GMINA RYMANÓW|ul.Mitkowskiego 14a|||PL|38-480|RYMANÓW|C|||
|117193|||Hydrosolar Spółka z o.o.,|Sp.k.|ul. Stoczniowców 5||PL|30-709|KRAKÓW|C|(12) 423 50 46||
|117194|||Polskie Składy Armatury Spółka|z o.o.|ul.Kaszubska Droga 20||PL|80-209|Chwaszczyno|C|||
|117195|||EkoWodrol Sp. z o.o.||ul. Słowiańska 13||PL|75-846|KOSZALIN|C|94/384-60-54||
|117196|||TERLAN|Spółka z Ograniczoną Odpowiedzialno|ul.Przemyska 5||PL|61-324|POZNAŃ|C|||
|117197|||GRUPA WEBA Spółka z|ograniczoną odpowiedzialnością|ul. Krańcowa 24||PL|61-037|Poznań|C|61/815-86-00||
|117198|||Wałbrzyskie Przedsiębiorstwo|Wodociagów i Kanalizacji|Al. Wyzwolenia 39||PL|58-300|WAŁBRZYCH|C|74/84-230-51||
|117199|||Przedsiębiorstwo Produkcyjno-|"Usługowo- Handlowe ""WOLIMEX"""|ul. Tarnowska 33||PL|34-600|LIMANOWA|C|(18)33 76 100||
|117200|||Skanska Spółka Akcyjna||Aleja Solidarności 173||PL|00-877|WARSZAWA|C|||
|117201|||ZRUG Spółka z o.o.||ul.Składowa 5B||PL|61-016|POZNAŃ|C|||
|117202|||Zakład Komunalny||ul. Poznańska 2||PL|62-025|KOSTRZYN WLKP.|C|||
|117203|||ENKO Spółka Akcyjna||ul. Dojazdowa 10||PL|44-101|GLIWICE|C|(32)232 18 36||
|117204|||ZIEL-GAZ KAZIMIERZ ZIELIŃSKI|i WSPÓLNICY Spółka Jawna|ul. Forteczna 22A||PL|32-086|WĘGRZCE|C|(12)285-94-04||
